#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_100679_length_345_cov_1.189655,168,345,cheB,37-214/1104,===...../......,4/12,15.58,78.804,vfdb,YP_109897
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_77676_length_427_cov_0.981183,81,427,bscT,1-347/801,=======........,0/0,43.32,99.424,vfdb,NP_880882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_79066_length_420_cov_2.049315,173,402,cheA,709-938/2310,....==../......,2/2,9.91,77.489,vfdb,YP_002343725
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_79716_length_418_cov_1.022039,1,392,fliI,669-1060/1572,.....===/==....,2/2,24.87,85.496,vfdb,YP_106855
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_79748_length_417_cov_2.616022,203,343,tlpC,1645-1785/2022,............==.,0/0,6.97,76.596,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_81997_length_408_cov_1.637394,3,149,pilJ,1491-1637/2049,..........==...,0/0,7.17,75.510,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_84392_length_399_cov_1.034884,338,399,brkB,830-891/891,.............==,0/0,6.96,100.000,vfdb,NP_882012
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_8470_length_2150_cov_1.888783,1977,2150,ace,1-174/2025,==.............,0/0,8.59,100.000,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_84952_length_397_cov_0.818713,119,397,flhA,1432-1710/2103,..........===..,0/0,13.27,78.853,vfdb,YP_109890
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_8519_length_2141_cov_1.997124,1,2141,EF0818,767-2907/3015,...============,0/0,71.01,99.580,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_88307_length_384_cov_1.492401,1,85,fsrA,648-732/732,.............==,0/0,11.61,98.824,vfdb,NP_815519
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_88307_length_384_cov_1.492401,174,384,fsrB,1-211/729,=====..........,0/0,28.94,99.526,vfdb,NP_815518
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_89617_length_380_cov_1.027692,1,380,bscK,261-640/663,.....==========,0/0,57.32,98.947,vfdb,NP_880890
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_90160_length_378_cov_1.120743,119,378,cyaC,1-260/558,=======........,0/0,46.59,99.615,vfdb,NP_879577
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_9047_length_2050_cov_2.345865,485,661,tlpC,1642-1818/2022,............==.,0/0,8.75,79.096,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_92316_length_370_cov_2.041270,1,370,gelE,706-1075/1533,......=====....,0/0,24.14,98.108,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_92476_length_370_cov_1.266667,176,370,cps4K,385-579/1230,....====.......,0/0,15.85,76.410,vfdb,NP_344892
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_92786_length_369_cov_1.168790,1,369,ptlC,403-771/2475,..===..........,0/0,14.91,98.916,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_93046_length_368_cov_1.261981,1,368,dnt,2537-2904/4395,........==.....,0/0,8.37,99.185,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_93234_length_367_cov_1.599359,122,366,luxS,1-245/519,========.......,0/0,47.21,76.327,vfdb,NP_230208
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_93608_length_366_cov_1.340836,27,331,tsr,1081-1385/2022,.......=/==....,2/2,15.03,75.490,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_95411_length_360_cov_1.698361,56,270,pilJ,1504-1718/2049,......../..==..,2/2,10.44,75.463,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_95892_length_359_cov_1.240132,1,288,sprE,568-855/855,.........======,0/0,33.68,96.875,vfdb,NP_815515
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_96072_length_358_cov_1.782178,117,256,cyaB,421-560/2139,..==...........,0/0,6.55,78.571,vfdb,NP_879579
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_96285_length_358_cov_1.138614,1,356,bapC,2383-2738/2982,...........===.,0/0,11.94,98.034,vfdb,
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_96603_length_357_cov_1.175497,1,213,ptlH,1-213/1020,====...........,0/0,20.88,100.000,vfdb,NP_882295
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_96603_length_357_cov_1.175497,206,357,ptlG,974-1125/1125,............===,0/0,13.51,100.000,vfdb,NP_882294
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_9662_length_1957_cov_2.500000,1,1957,fss1,3143-5099/5964,.......======..,0/0,32.81,97.905,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_97311_length_355_cov_0.850000,1,355,fhaB,8781-9135/10773,............=..,0/0,3.30,93.239,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_97722_length_353_cov_1.969799,1,342,ace,1339-1680/2025,.........====..,0/0,16.89,93.275,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_98508_length_351_cov_1.402027,1,351,htpB,856-1206/1653,.......=/===...,2/2,21.17,75.000,vfdb,YP_094724
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_99256_length_349_cov_1.255102,1,349,fimC,101-449/2622,===............,0/0,13.31,99.713,vfdb,NP_880573
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_99_length_45577_cov_4.478626,44469,44837,cheY,1-369/390,========/======,2/2,94.36,76.486,vfdb,YP_001006774
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_9_length_99441_cov_5.167026,80470,80583,tlpC,1663-1776/2022,............==.,0/0,5.64,81.579,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_9_length_99441_cov_5.167026,91329,91442,tlpC,1663-1776/2022,............==.,0/0,5.64,81.579,vfdb,NP_206882
